,IMG,LABEL
1097,"[[[ 21  21  21]
  [ 21  21  21]
  [ 20  20  20]
  ...
  [  8   8   8]
  [  8   8   8]
  [  6   6   6]]

 [[ 21  21  21]
  [ 21  21  21]
  [ 25  25  25]
  ...
  [  8   8   8]
  [  6   6   6]
  [ 14  14  14]]

 [[ 20  20  20]
  [ 21  21  21]
  [ 85  85  85]
  ...
  [  6   6   6]
  [ 13  13  13]
  [ 18  18  18]]

 ...

 [[ 14  14  14]
  [ 14  14  14]
  [ 17  17  17]
  ...
  [119 119 119]
  [ 92  92  92]
  [ 69  69  69]]

 [[ 14  14  14]
  [ 14  14  14]
  [ 16  16  16]
  ...
  [123 123 123]
  [ 96  96  96]
  [ 68  68  68]]

 [[ 14  14  14]
  [ 14  14  14]
  [ 15  15  15]
  ...
  [114 114 114]
  [ 89  89  89]
  [ 69  69  69]]]",0
1098,"[[[112 112 112]
  [  9   9   9]
  [  5   5   5]
  ...
  [251 251 251]
  [251 251 251]
  [252 252 252]]

 [[101 101 101]
  [  7   7   7]
  [  3   3   3]
  ...
  [251 251 251]
  [253 253 253]
  [254 254 254]]

 [[ 89  89  89]
  [  6   6   6]
  [  2   2   2]
  ...
  [ 94  94  94]
  [109 109 109]
  [167 167 167]]

 ...

 [[ 12  12  12]
  [  4   4   4]
  [  2   2   2]
  ...
  [196 196 196]
  [255 255 255]
  [253 253 253]]

 [[105 105 105]
  [ 41  41  41]
  [ 34  34  34]
  ...
  [201 201 201]
  [255 255 255]
  [253 253 253]]

 [[253 253 253]
  [246 246 246]
  [243 243 243]
  ...
  [203 203 203]
  [255 255 255]
  [253 253 253]]]",0
1099,"[[[  8   8   8]
  [  7   7   7]
  [  6   6   6]
  ...
  [  2   2   2]
  [  3   3   3]
  [ 17  17  17]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   2]
  [  3   3   3]
  [ 11  11  11]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [  5   5   5]
  [  5   5   5]
  [ 11  11  11]]

 ...

 [[ 20  20  20]
  [ 58  58  58]
  [134 134 134]
  ...
  [ 75  75  75]
  [145 145 145]
  [ 95  95  95]]

 [[ 18  18  18]
  [ 58  58  58]
  [134 134 134]
  ...
  [100 100 100]
  [138 138 138]
  [ 84  84  84]]

 [[ 20  20  20]
  [ 71  71  71]
  [152 152 152]
  ...
  [188 188 188]
  [166 166 166]
  [101 101 101]]]",0
1100,"[[[ 17  17  17]
  [ 13  13  13]
  [ 13  13  13]
  ...
  [  5   5   5]
  [  6   6   6]
  [ 14  14  14]]

 [[  9   9   9]
  [  7   7   7]
  [  7   7   7]
  ...
  [  5   5   5]
  [  6   6   6]
  [ 14  14  14]]

 [[  9   9   9]
  [  9   9   9]
  [ 11  11  11]
  ...
  [  4   4   4]
  [  6   6   6]
  [ 14  14  14]]

 ...

 [[ 47  47  47]
  [ 60  60  60]
  [ 95  95  95]
  ...
  [  7   7   7]
  [  5   5   5]
  [  7   7   7]]

 [[ 65  65  65]
  [ 77  77  77]
  [112 112 112]
  ...
  [ 15  15  15]
  [  9   9   9]
  [ 10  10  10]]

 [[103 103 103]
  [121 121 121]
  [145 145 145]
  ...
  [ 31  31  31]
  [ 13  13  13]
  [ 15  15  15]]]",0
1101,"[[[ 88  88  88]
  [108 108 108]
  [104 104 104]
  ...
  [125 125 125]
  [125 125 125]
  [209 209 209]]

 [[ 86  86  86]
  [106 106 106]
  [ 98  98  98]
  ...
  [126 126 126]
  [127 127 127]
  [212 212 212]]

 [[ 85  85  85]
  [105 105 105]
  [106 106 106]
  ...
  [128 128 128]
  [126 126 126]
  [211 211 211]]

 ...

 [[  9   9   9]
  [ 10  10  10]
  [ 11  11  11]
  ...
  [ 17  17  17]
  [ 19  19  19]
  [165 165 165]]

 [[ 11  11  11]
  [ 10  10  10]
  [ 11  11  11]
  ...
  [ 17  17  17]
  [ 21  21  21]
  [171 171 171]]

 [[ 13  13  13]
  [ 10  10  10]
  [ 11  11  11]
  ...
  [ 17  17  17]
  [ 22  22  22]
  [175 175 175]]]",0
1102,"[[[246 246 246]
  [147 147 147]
  [ 80  80  80]
  ...
  [ 82  82  82]
  [ 92  92  92]
  [105 105 105]]

 [[242 242 242]
  [124 124 124]
  [126 126 126]
  ...
  [ 73  73  73]
  [ 82  82  82]
  [ 98  98  98]]

 [[233 233 233]
  [ 61  61  61]
  [118 118 118]
  ...
  [ 70  70  70]
  [ 79  79  79]
  [ 95  95  95]]

 ...

 [[  6   6   6]
  [  5   5   5]
  [ 81  81  81]
  ...
  [ 77  77  77]
  [ 87  87  87]
  [ 97  97  97]]

 [[  6   6   6]
  [  6   6   6]
  [ 56  56  56]
  ...
  [ 79  79  79]
  [ 88  88  88]
  [ 98  98  98]]

 [[  6   6   6]
  [  6   6   6]
  [ 31  31  31]
  ...
  [ 79  79  79]
  [ 88  88  88]
  [100 100 100]]]",0
1103,"[[[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [12 12 12]
  [13 13 13]
  [13 13 13]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [10 10 10]
  [10 10 10]
  [11 11 11]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 ...

 [[13 13 13]
  [13 13 13]
  [13 13 13]
  ...
  [43 43 43]
  [33 33 33]
  [12 12 12]]

 [[15 15 15]
  [13 13 13]
  [13 13 13]
  ...
  [45 45 45]
  [34 34 34]
  [13 13 13]]

 [[15 15 15]
  [15 15 15]
  [14 14 14]
  ...
  [46 46 46]
  [35 35 35]
  [12 12 12]]]",0
1104,"[[[  9   9   9]
  [ 12  12  12]
  [ 17  17  17]
  ...
  [  8   8   8]
  [  7   7   7]
  [  5   5   5]]

 [[ 75  75  75]
  [ 73  73  73]
  [ 66  66  66]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [  9   9   9]]

 [[100 100 100]
  [ 91  91  91]
  [110 110 110]
  ...
  [ 13  13  13]
  [ 14  14  14]
  [ 13  13  13]]

 ...

 [[ 18  18  18]
  [  8   8   8]
  [ 14  14  14]
  ...
  [  1   1   1]
  [  6   6   6]
  [ 14  14  14]]

 [[ 19  19  19]
  [  8   8   8]
  [ 19  19  19]
  ...
  [  1   1   1]
  [  8   8   8]
  [ 13  13  13]]

 [[ 21  21  21]
  [  5   5   5]
  [ 21  21  21]
  ...
  [  0   0   0]
  [  5   5   5]
  [ 13  13  13]]]",0
1105,"[[[ 15  15  15]
  [  5   5   5]
  [  7   7   7]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]]

 [[ 11  11  11]
  [  6   6   6]
  [  8   8   8]
  ...
  [ 10  10  10]
  [ 11  11  11]
  [ 11  11  11]]

 [[  8   8   8]
  [  6   6   6]
  [  8   8   8]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]]

 ...

 [[ 39  39  39]
  [ 92  92  92]
  [142 142 142]
  ...
  [144 144 144]
  [ 93  93  93]
  [ 59  59  59]]

 [[ 41  41  41]
  [ 93  93  93]
  [145 145 145]
  ...
  [130 130 130]
  [ 94  94  94]
  [ 70  70  70]]

 [[ 40  40  40]
  [ 88  88  88]
  [141 141 141]
  ...
  [153 153 153]
  [116 116 116]
  [ 79  79  79]]]",0
1106,"[[[ 71  71  71]
  [  7   7   7]
  [  9   9   9]
  ...
  [  9   9   9]
  [ 10  10  10]
  [ 11  11  11]]

 [[ 61  61  61]
  [  8   8   8]
  [  9   9   9]
  ...
  [  7   7   7]
  [  8   8   8]
  [  9   9   9]]

 [[ 53  53  53]
  [  9   9   9]
  [  9   9   9]
  ...
  [  3   3   3]
  [  5   5   5]
  [  7   7   7]]

 ...

 [[ 18  18  18]
  [ 22  22  22]
  [ 58  58  58]
  ...
  [ 50  50  50]
  [ 27  27  27]
  [ 16  16  16]]

 [[ 19  19  19]
  [ 18  18  18]
  [ 31  31  31]
  ...
  [ 77  77  77]
  [ 34  34  34]
  [ 19  19  19]]

 [[ 16  16  16]
  [ 20  20  20]
  [ 19  19  19]
  ...
  [102 102 102]
  [ 53  53  53]
  [ 33  33  33]]]",0
1107,"[[[  1   1   1]
  [  0   0   0]
  [ 15  15  15]
  ...
  [  3   3   3]
  [  5   5   5]
  [  4   4   4]]

 [[  1   1   1]
  [  1   1   1]
  [ 44  44  44]
  ...
  [  4   4   4]
  [  7   7   7]
  [ 11  11  11]]

 [[  0   0   0]
  [  2   2   2]
  [ 18  18  18]
  ...
  [  9   9   9]
  [  7   7   7]
  [  6   6   6]]

 ...

 [[116 116 116]
  [134 134 134]
  [151 151 151]
  ...
  [127 127 127]
  [ 48  48  48]
  [  5   5   5]]

 [[126 126 126]
  [149 149 149]
  [166 166 166]
  ...
  [121 121 121]
  [ 94  94  94]
  [ 12  12  12]]

 [[154 154 154]
  [173 173 173]
  [190 190 190]
  ...
  [116 116 116]
  [ 87  87  87]
  [ 26  26  26]]]",0
1108,"[[[ 36  36  36]
  [ 31  31  31]
  [ 26  26  26]
  ...
  [  7   7   7]
  [  7   7   7]
  [  8   8   8]]

 [[ 34  34  34]
  [ 29  29  29]
  [ 25  25  25]
  ...
  [  6   6   6]
  [  7   7   7]
  [  7   7   7]]

 [[ 33  33  33]
  [ 27  27  27]
  [ 24  24  24]
  ...
  [  5   5   5]
  [  5   5   5]
  [  6   6   6]]

 ...

 [[ 21  21  21]
  [ 26  26  26]
  [  5   5   5]
  ...
  [ 16  16  16]
  [ 26  26  26]
  [163 163 163]]

 [[ 20  20  20]
  [ 25  25  25]
  [  5   5   5]
  ...
  [ 18  18  18]
  [ 30  30  30]
  [180 180 180]]

 [[ 20  20  20]
  [ 22  22  22]
  [  5   5   5]
  ...
  [ 30  30  30]
  [ 40  40  40]
  [200 200 200]]]",0
1109,"[[[ 29  29  29]
  [ 34  34  34]
  [ 40  40  40]
  ...
  [  9   9   9]
  [  8   8   8]
  [  4   4   4]]

 [[112 112 112]
  [ 92  92  92]
  [ 90  90  90]
  ...
  [ 12  12  12]
  [ 14  14  14]
  [ 11  11  11]]

 [[ 98  98  98]
  [104 104 104]
  [140 140 140]
  ...
  [ 14  14  14]
  [ 17  17  17]
  [ 15  15  15]]

 ...

 [[237 237 237]
  [238 238 238]
  [240 240 240]
  ...
  [ 12  12  12]
  [ 19  19  19]
  [ 29  29  29]]

 [[238 238 238]
  [241 241 241]
  [244 244 244]
  ...
  [ 13  13  13]
  [ 21  21  21]
  [ 27  27  27]]

 [[239 239 239]
  [243 243 243]
  [246 246 246]
  ...
  [ 11  11  11]
  [ 21  21  21]
  [ 27  27  27]]]",0
1110,"[[[ 20  20  20]
  [ 13  13  13]
  [ 14  14  14]
  ...
  [ 15  15  15]
  [ 14  14  14]
  [ 16  16  16]]

 [[ 15  15  15]
  [  9   9   9]
  [  9   9   9]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 11  11  11]]

 [[ 13  13  13]
  [  8   8   8]
  [  6   6   6]
  ...
  [  6   6   6]
  [  7   7   7]
  [ 10  10  10]]

 ...

 [[124 124 124]
  [ 93  93  93]
  [120 120 120]
  ...
  [ 64  64  64]
  [ 28  28  28]
  [ 21  21  21]]

 [[132 132 132]
  [102 102 102]
  [120 120 120]
  ...
  [ 79  79  79]
  [ 37  37  37]
  [ 23  23  23]]

 [[140 140 140]
  [111 111 111]
  [130 130 130]
  ...
  [ 95  95  95]
  [ 48  48  48]
  [ 29  29  29]]]",0
1111,"[[[ 34  34  34]
  [ 32  32  32]
  [ 34  34  34]
  ...
  [ 51  51  51]
  [ 50  50  50]
  [ 52  52  52]]

 [[ 30  30  30]
  [ 29  29  29]
  [ 28  28  28]
  ...
  [ 47  47  47]
  [ 50  50  50]
  [ 53  53  53]]

 [[ 59  59  59]
  [ 60  60  60]
  [ 62  62  62]
  ...
  [ 45  45  45]
  [ 47  47  47]
  [ 53  53  53]]

 ...

 [[116 116 116]
  [141 141 141]
  [157 157 157]
  ...
  [ 51  51  51]
  [ 47  47  47]
  [ 51  51  51]]

 [[109 109 109]
  [143 143 143]
  [158 158 158]
  ...
  [ 51  51  51]
  [ 49  49  49]
  [ 50  50  50]]

 [[123 123 123]
  [145 145 145]
  [163 163 163]
  ...
  [ 52  52  52]
  [ 51  51  51]
  [ 52  52  52]]]",0
1112,"[[[106 106 106]
  [  8   8   8]
  [ 11  11  11]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 20  20  20]]

 [[103 103 103]
  [  7   7   7]
  [ 11  11  11]
  ...
  [ 18  18  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[ 98  98  98]
  [  5   5   5]
  [ 10  10  10]
  ...
  [ 18  18  18]
  [ 18  18  18]
  [ 19  19  19]]

 ...

 [[199 199 199]
  [ 60  60  60]
  [ 39  39  39]
  ...
  [ 20  20  20]
  [ 20  20  20]
  [ 23  23  23]]

 [[201 201 201]
  [ 58  58  58]
  [ 39  39  39]
  ...
  [ 18  18  18]
  [ 20  20  20]
  [ 20  20  20]]

 [[192 192 192]
  [ 95  95  95]
  [ 82  82  82]
  ...
  [ 60  60  60]
  [ 61  61  61]
  [ 64  64  64]]]",0
1113,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  7   7   7]
  [  2   2   2]
  [  3   3   3]]

 [[  3   3   3]
  [  3   3   3]
  [  2   2   2]
  ...
  [ 82  82  82]
  [  2   2   2]
  [  3   3   3]]

 [[  2   2   2]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 80  80  80]
  [ 37  37  37]
  [  2   2   2]]

 ...

 [[249 249 249]
  [249 249 249]
  [248 248 248]
  ...
  [116 116 116]
  [ 90  90  90]
  [ 83  83  83]]

 [[253 253 253]
  [252 252 252]
  [252 252 252]
  ...
  [115 115 115]
  [ 89  89  89]
  [ 74  74  74]]

 [[254 254 254]
  [254 254 254]
  [253 253 253]
  ...
  [107 107 107]
  [ 92  92  92]
  [ 67  67  67]]]",0
1114,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [ 38  38  38]
  [ 13  13  13]
  [ 57  57  57]]

 [[  3   3   3]
  [  3   3   3]
  [  2   2   2]
  ...
  [ 23  23  23]
  [ 44  44  44]
  [ 92  92  92]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [ 19  19  19]
  [ 22  22  22]
  [ 70  70  70]]

 ...

 [[ 26  26  26]
  [ 49  49  49]
  [ 94  94  94]
  ...
  [  4   4   4]
  [  8   8   8]
  [113 113 113]]

 [[ 43  43  43]
  [ 63  63  63]
  [110 110 110]
  ...
  [  4   4   4]
  [  8   8   8]
  [125 125 125]]

 [[196 196 196]
  [204 204 204]
  [226 226 226]
  ...
  [ 64  64  64]
  [ 99  99  99]
  [178 178 178]]]",0
1115,"[[[ 13  13  13]
  [ 14  14  14]
  [ 12  12  12]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 14  14  14]]

 [[ 13  13  13]
  [ 12  12  12]
  [ 11  11  11]
  ...
  [ 13  13  13]
  [ 12  12  12]
  [ 12  12  12]]

 [[ 12  12  12]
  [ 13  13  13]
  [ 10  10  10]
  ...
  [ 12  12  12]
  [ 10  10  10]
  [ 12  12  12]]

 ...

 [[ 11  11  11]
  [ 72  72  72]
  [156 156 156]
  ...
  [ 53  53  53]
  [ 38  38  38]
  [ 20  20  20]]

 [[ 11  11  11]
  [ 60  60  60]
  [141 141 141]
  ...
  [ 35  35  35]
  [ 17  17  17]
  [ 14  14  14]]

 [[ 11  11  11]
  [ 51  51  51]
  [127 127 127]
  ...
  [ 44  44  44]
  [  8   8   8]
  [ 12  12  12]]]",0
1116,"[[[ 2  2  2]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [80 80 80]
  [ 1  1  1]
  [ 2  2  2]]

 [[ 0  0  0]
  [ 1  1  1]
  [ 2  2  2]
  ...
  [81 81 81]
  [ 4  4  4]
  [ 1  1  1]]

 ...

 [[ 2  2  2]
  [ 9  9  9]
  [17 17 17]
  ...
  [ 3  3  3]
  [ 7  7  7]
  [11 11 11]]

 [[ 3  3  3]
  [ 9  9  9]
  [19 19 19]
  ...
  [ 2  2  2]
  [ 7  7  7]
  [ 9  9  9]]

 [[ 4  4  4]
  [13 13 13]
  [27 27 27]
  ...
  [ 1  1  1]
  [ 6  6  6]
  [ 8  8  8]]]",0
1117,"[[[229 229 229]
  [163 163 163]
  [140 140 140]
  ...
  [ 90  90  90]
  [ 89  89  89]
  [ 87  87  87]]

 [[250 250 250]
  [222 222 222]
  [183 183 183]
  ...
  [109 109 109]
  [114 114 114]
  [133 133 133]]

 [[247 247 247]
  [204 204 204]
  [166 166 166]
  ...
  [134 134 134]
  [142 142 142]
  [163 163 163]]

 ...

 [[ 25  25  25]
  [ 24  24  24]
  [ 23  23  23]
  ...
  [  8   8   8]
  [  8   8   8]
  [  8   8   8]]

 [[ 25  25  25]
  [ 25  25  25]
  [ 23  23  23]
  ...
  [  8   8   8]
  [  8   8   8]
  [  8   8   8]]

 [[ 25  25  25]
  [ 25  25  25]
  [ 23  23  23]
  ...
  [  8   8   8]
  [  7   7   7]
  [  6   6   6]]]",0
1118,"[[[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 7  7  7]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [ 7  7  7]
  [ 7  7  7]
  [ 7  7  7]]

 [[ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]
  ...
  [ 5  5  5]
  [ 6  6  6]
  [ 7  7  7]]

 ...

 [[19 19 19]
  [17 17 17]
  [16 16 16]
  ...
  [31 31 31]
  [34 34 34]
  [18 18 18]]

 [[20 20 20]
  [17 17 17]
  [16 16 16]
  ...
  [35 35 35]
  [37 37 37]
  [19 19 19]]

 [[18 18 18]
  [17 17 17]
  [15 15 15]
  ...
  [34 34 34]
  [36 36 36]
  [19 19 19]]]",0
1119,"[[[  5   5   5]
  [  5   5   5]
  [  5   5   5]
  ...
  [  3   3   3]
  [  4   4   4]
  [  5   5   5]]

 [[  5   5   5]
  [  5   5   5]
  [  5   5   5]
  ...
  [ 28  28  28]
  [  3   3   3]
  [  5   5   5]]

 [[  5   5   5]
  [  5   5   5]
  [  5   5   5]
  ...
  [ 41  41  41]
  [ 10  10  10]
  [  4   4   4]]

 ...

 [[ 57  57  57]
  [101 101 101]
  [139 139 139]
  ...
  [162 162 162]
  [172 172 172]
  [140 140 140]]

 [[ 48  48  48]
  [ 97  97  97]
  [134 134 134]
  ...
  [165 165 165]
  [175 175 175]
  [142 142 142]]

 [[ 36  36  36]
  [ 85  85  85]
  [124 124 124]
  ...
  [158 158 158]
  [174 174 174]
  [145 145 145]]]",0
1120,"[[[ 8  8  8]
  [ 8  8  8]
  [ 7  7  7]
  ...
  [10 10 10]
  [13 13 13]
  [15 15 15]]

 [[ 8  8  8]
  [ 7  7  7]
  [ 5  5  5]
  ...
  [ 9  9  9]
  [11 11 11]
  [13 13 13]]

 [[ 8  8  8]
  [ 6  6  6]
  [ 3  3  3]
  ...
  [ 6  6  6]
  [10 10 10]
  [13 13 13]]

 ...

 [[43 43 43]
  [20 20 20]
  [14 14 14]
  ...
  [12 12 12]
  [20 20 20]
  [74 74 74]]

 [[61 61 61]
  [23 23 23]
  [14 14 14]
  ...
  [12 12 12]
  [21 21 21]
  [95 95 95]]

 [[72 72 72]
  [37 37 37]
  [17 17 17]
  ...
  [11 11 11]
  [28 28 28]
  [90 90 90]]]",0
1121,"[[[  9   9   9]
  [  9   9   9]
  [  8   8   8]
  ...
  [  3   3   3]
  [  2   2   2]
  [  7   7   7]]

 [[  2   2   2]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  4   4   4]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [  4   4   4]
  [  4   4   4]
  [ 12  12  12]]

 ...

 [[ 52  52  52]
  [109 109 109]
  [171 171 171]
  ...
  [147 147 147]
  [180 180 180]
  [184 184 184]]

 [[ 48  48  48]
  [109 109 109]
  [162 162 162]
  ...
  [183 183 183]
  [186 186 186]
  [183 183 183]]

 [[ 45  45  45]
  [107 107 107]
  [148 148 148]
  ...
  [167 167 167]
  [190 190 190]
  [185 185 185]]]",0
1122,"[[[14 14 14]
  [15 15 15]
  [18 18 18]
  ...
  [ 5  5  5]
  [ 7  7  7]
  [ 7  7  7]]

 [[16 16 16]
  [20 20 20]
  [44 44 44]
  ...
  [ 6  6  6]
  [ 3  3  3]
  [ 5  5  5]]

 [[19 19 19]
  [29 29 29]
  [48 48 48]
  ...
  [15 15 15]
  [13 13 13]
  [ 8  8  8]]

 ...

 [[ 6  6  6]
  [ 6  6  6]
  [ 4  4  4]
  ...
  [13 13 13]
  [14 14 14]
  [14 14 14]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [13 13 13]
  [14 14 14]
  [14 14 14]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [13 13 13]
  [14 14 14]
  [14 14 14]]]",0
1123,"[[[  4   4   4]
  [  3   3   3]
  [  3   3   3]
  ...
  [  4   4   4]
  [  5   5   5]
  [  5   5   5]]

 [[ 34  34  34]
  [ 57  57  57]
  [ 56  56  56]
  ...
  [  1   1   1]
  [  2   2   2]
  [  2   2   2]]

 [[ 47  47  47]
  [ 92  92  92]
  [ 73  73  73]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 28  28  28]
  [ 32  32  32]
  [ 32  32  32]
  ...
  [173 173 173]
  [147 147 147]
  [ 91  91  91]]

 [[ 27  27  27]
  [ 30  30  30]
  [ 27  27  27]
  ...
  [183 183 183]
  [156 156 156]
  [102 102 102]]

 [[ 26  26  26]
  [ 27  27  27]
  [ 25  25  25]
  ...
  [178 178 178]
  [144 144 144]
  [101 101 101]]]",0
1124,"[[[153 153 153]
  [180 180 180]
  [176 176 176]
  ...
  [160 160 160]
  [177 177 177]
  [148 148 148]]

 [[175 175 175]
  [207 207 207]
  [207 207 207]
  ...
  [185 185 185]
  [207 207 207]
  [173 173 173]]

 [[123 123 123]
  [141 141 141]
  [159 159 159]
  ...
  [165 165 165]
  [206 206 206]
  [174 174 174]]

 ...

 [[191 191 191]
  [234 234 234]
  [242 242 242]
  ...
  [241 241 241]
  [242 242 242]
  [195 195 195]]

 [[194 194 194]
  [236 236 236]
  [244 244 244]
  ...
  [240 240 240]
  [243 243 243]
  [197 197 197]]

 [[168 168 168]
  [197 197 197]
  [204 204 204]
  ...
  [194 194 194]
  [198 198 198]
  [161 161 161]]]",0
1125,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  4   4   4]
  [  3   3   3]
  [  5   5   5]]

 [[  4   4   4]
  [  6   6   6]
  [  6   6   6]
  ...
  [  3   3   3]
  [  3   3   3]
  [  4   4   4]]

 [[  6   6   6]
  [  8   8   8]
  [  9   9   9]
  ...
  [  3   3   3]
  [  2   2   2]
  [  4   4   4]]

 ...

 [[ 55  55  55]
  [ 82  82  82]
  [120 120 120]
  ...
  [  3   3   3]
  [ 13  13  13]
  [ 33  33  33]]

 [[ 67  67  67]
  [112 112 112]
  [143 143 143]
  ...
  [  2   2   2]
  [ 15  15  15]
  [ 36  36  36]]

 [[ 93  93  93]
  [130 130 130]
  [154 154 154]
  ...
  [  2   2   2]
  [ 16  16  16]
  [ 38  38  38]]]",0
1126,"[[[ 12  12  12]
  [ 13  13  13]
  [ 16  16  16]
  ...
  [ 47  47  47]
  [ 60  60  60]
  [ 32  32  32]]

 [[ 15  15  15]
  [ 17  17  17]
  [ 15  15  15]
  ...
  [ 39  39  39]
  [ 45  45  45]
  [ 61  61  61]]

 [[ 17  17  17]
  [ 16  16  16]
  [ 18  18  18]
  ...
  [ 42  42  42]
  [ 40  40  40]
  [ 40  40  40]]

 ...

 [[ 23  23  23]
  [ 21  21  21]
  [ 21  21  21]
  ...
  [178 178 178]
  [203 203 203]
  [186 186 186]]

 [[ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]
  ...
  [180 180 180]
  [207 207 207]
  [188 188 188]]

 [[ 21  21  21]
  [ 22  22  22]
  [ 21  21  21]
  ...
  [154 154 154]
  [173 173 173]
  [158 158 158]]]",0
1127,"[[[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [100 100 100]
  [110 110 110]
  [115 115 115]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [120 120 120]
  [135 135 135]
  [144 144 144]]

 [[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [133 133 133]
  [144 144 144]
  [155 155 155]]

 ...

 [[210 210 210]
  [203 203 203]
  [204 204 204]
  ...
  [244 244 244]
  [240 240 240]
  [240 240 240]]

 [[206 206 206]
  [202 202 202]
  [214 214 214]
  ...
  [249 249 249]
  [246 246 246]
  [245 245 245]]

 [[212 212 212]
  [214 214 214]
  [227 227 227]
  ...
  [252 252 252]
  [250 250 250]
  [251 251 251]]]",0
1128,"[[[ 4  4  4]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 1  1  1]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 9  9  9]
  [ 5  5  5]
  [ 1  1  1]]

 [[ 2  2  2]
  [ 5  5  5]
  [ 7  7  7]
  ...
  [42 42 42]
  [14 14 14]
  [ 5  5  5]]

 ...

 [[12 12 12]
  [15 15 15]
  [15 15 15]
  ...
  [12 12 12]
  [ 9  9  9]
  [ 9  9  9]]

 [[14 14 14]
  [15 15 15]
  [16 16 16]
  ...
  [13 13 13]
  [ 9  9  9]
  [ 9  9  9]]

 [[15 15 15]
  [16 16 16]
  [17 17 17]
  ...
  [15 15 15]
  [ 9  9  9]
  [10 10 10]]]",0
1129,"[[[ 19  19  19]
  [ 22  22  22]
  [ 32  32  32]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 56  56  56]
  [ 61  61  61]
  [ 59  59  59]
  ...
  [ 35  35  35]
  [  1   1   1]
  [  2   2   2]]

 [[ 27  27  27]
  [ 43  43  43]
  [ 56  56  56]
  ...
  [140 140 140]
  [  2   2   2]
  [  2   2   2]]

 [[  9   9   9]
  [ 37  37  37]
  [ 54  54  54]
  ...
  [187 187 187]
  [ 60  60  60]
  [  1   1   1]]]",0
